Unnamed: 0_x,url,condition_x,date_x,Unnamed: 0_y,condition_y,date_y
2766,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/chelsea-kotch/9861912,Neurofibromatosis,2023-08-01,,,
2767,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/kimberly-s-harbaugh/10799039,Neurofibromatosis,2023-08-01,,,
2768,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/jennifer-m-connelly/8380790,Neurofibromatosis,2023-08-01,,,
2769,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/john-p-perentesis/7926623,Neurofibromatosis,2023-08-01,,,
2770,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/andrew-l-ko/8212388,Neurofibromatosis,2023-08-01,,,
2771,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/darcy-a-krueger/12165285,Neurofibromatosis,2023-08-01,,,
2772,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/lawrence-d-recht/7219926,Neurofibromatosis,2023-08-01,,,
2773,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/gopal-tatambhotla/11194337,Neurofibromatosis,2023-08-01,,,
2774,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/glen-h-stevens/8584248,Neurofibromatosis,2023-08-01,,,
2775,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/radhika-r-dhamija/12116925,Neurofibromatosis,2023-08-01,,,
2776,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/donita-d-lightner/11414794,Neurofibromatosis,2023-08-01,,,
2777,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/jeffrey-r-holt/10234461,Neurofibromatosis,2023-08-01,,,
2778,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/pamela-l-trapane/9938523,Neurofibromatosis,2023-08-01,,,
2779,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/partha-s-ghosh/7301588,Neurofibromatosis,2023-08-01,,,
2780,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/christopher-dardis/8741073,Neurofibromatosis,2023-08-01,,,
